started,done,repl,algorithm,task_id
2024-03-08T05:23:51.810Z,2024-03-08T09:34:55.665100Z,94,cv_glmnet,CIFAR10
2024-03-08T05:23:51.810100Z,2024-03-08T10:12:29.883500Z,95,cv_glmnet,CIFAR10
2024-03-08T05:23:51.825700Z,2024-03-08T05:32:26.040600Z,96,cv_glmnet,CIFAR10
2024-03-08T05:24:50.438400Z,2024-03-08T06:18:16.282800Z,97,cv_glmnet,CIFAR10
2024-03-08T05:24:51.161500Z,2024-03-08T08:07:14.482600Z,98,cv_glmnet,CIFAR10
2024-03-08T05:24:51.161400Z,2024-03-08T09:43:23.624500Z,99,cv_glmnet,CIFAR10
2024-03-08T05:24:51.161400Z,2024-03-08T10:08:11.361Z,100,cv_glmnet,CIFAR10
2024-03-08T05:24:51.161500Z,2024-03-08T05:33:36.533900Z,101,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644600Z,2024-03-08T06:18:22.842Z,102,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644700Z,2024-03-08T07:58:13.662300Z,103,cv_glmnet,CIFAR10
2024-03-08T05:24:50.395400Z,2024-03-08T09:16:55.739500Z,104,cv_glmnet,CIFAR10
2024-03-08T05:24:50.395300Z,2024-03-08T09:59:15.504800Z,105,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644600Z,2024-03-08T05:34:44.992300Z,106,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644600Z,2024-03-08T06:18:27.082500Z,107,cv_glmnet,CIFAR10
2024-03-08T05:24:51.660500Z,2024-03-08T08:36:05.354Z,108,cv_glmnet,CIFAR10
2024-03-08T05:24:51.660400Z,2024-03-08T10:32:49.032200Z,109,cv_glmnet,CIFAR10
2024-03-08T05:24:51.126100Z,2024-03-08T10:10:25.625100Z,110,cv_glmnet,CIFAR10
2024-03-08T05:24:51.126100Z,2024-03-08T05:34:07.313900Z,111,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644700Z,2024-03-08T06:20:40.080100Z,112,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644700Z,2024-03-08T08:02:43.727600Z,113,cv_glmnet,CIFAR10
2024-03-08T05:24:51.162Z,2024-03-08T09:41:24.078800Z,114,cv_glmnet,CIFAR10
2024-03-08T05:24:51.162Z,2024-03-08T10:25:20.623500Z,115,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644600Z,2024-03-08T05:34:24.724200Z,116,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644700Z,2024-03-08T06:22:41.481100Z,117,cv_glmnet,CIFAR10
2024-03-08T05:24:51.125200Z,2024-03-08T07:51:56.039700Z,118,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644700Z,2024-03-08T09:58:21.878400Z,119,cv_glmnet,CIFAR10
2024-03-08T05:24:51.644700Z,2024-03-08T11:01:17.432Z,120,cv_glmnet,CIFAR10
2024-03-08T05:25:53.103800Z,2024-03-08T05:35:06.976Z,121,cv_glmnet,CIFAR10
2024-03-08T05:25:53.104100Z,2024-03-08T06:19:44.022Z,122,cv_glmnet,CIFAR10
2024-03-08T05:25:53.086700Z,2024-03-08T08:54:21.109100Z,123,cv_glmnet,CIFAR10
2024-03-08T05:25:53.086700Z,2024-03-08T10:57:26.491800Z,124,cv_glmnet,CIFAR10
2024-03-08T05:25:53.085800Z,2024-03-08T09:59:43.671300Z,125,cv_glmnet,CIFAR10
2024-03-08T05:25:53.085800Z,2024-03-08T05:35:20.463400Z,126,cv_glmnet,CIFAR10
2024-03-08T05:25:53.103800Z,2024-03-08T06:17:17.485700Z,127,cv_glmnet,CIFAR10
2024-03-08T05:25:53.103900Z,2024-03-08T07:57:46.111700Z,128,cv_glmnet,CIFAR10
2024-03-08T05:25:53.084100Z,2024-03-08T09:24:52.980900Z,129,cv_glmnet,CIFAR10
2024-03-08T05:25:53.084Z,2024-03-08T10:01:48.631800Z,130,cv_glmnet,CIFAR10
2024-03-08T05:25:53.103600Z,2024-03-08T05:37:32.680800Z,131,cv_glmnet,CIFAR10
2024-03-08T05:25:53.103500Z,2024-03-08T06:29:29.465Z,132,cv_glmnet,CIFAR10
2024-03-08T05:25:52.016100Z,2024-03-08T08:57:39.697300Z,133,cv_glmnet,CIFAR10
2024-03-08T05:25:52.008900Z,2024-03-08T10:50:30.855100Z,134,cv_glmnet,CIFAR10
2024-03-08T05:25:52.008900Z,2024-03-08T11:09:18.834100Z,135,cv_glmnet,CIFAR10
2024-03-08T05:25:52.008900Z,2024-03-08T05:46:23.536800Z,136,cv_glmnet,CIFAR10
2024-03-08T05:25:51.259700Z,2024-03-08T06:19:20.364600Z,137,cv_glmnet,CIFAR10
2024-03-08T05:25:51.259700Z,2024-03-08T07:51:01.589300Z,138,cv_glmnet,CIFAR10
2024-03-08T05:25:51.259700Z,2024-03-08T09:08:15.318500Z,139,cv_glmnet,CIFAR10
2024-03-08T05:25:50.747900Z,2024-03-08T09:44:44.423900Z,140,cv_glmnet,CIFAR10
2024-03-08T05:25:50.747900Z,2024-03-08T05:35:26.539Z,141,cv_glmnet,CIFAR10
2024-03-08T05:25:50.748Z,2024-03-08T06:20:02.685700Z,142,cv_glmnet,CIFAR10
2024-03-08T05:25:50.639300Z,2024-03-08T07:58:08.634100Z,143,cv_glmnet,CIFAR10
2024-03-08T05:25:50.638800Z,2024-03-08T09:14:04.294400Z,144,cv_glmnet,CIFAR10
2024-03-08T05:26:50.457200Z,2024-03-08T09:46:48.227Z,145,cv_glmnet,CIFAR10
2024-03-08T05:28:50.758Z,2024-03-08T05:36:18.806500Z,146,cv_glmnet,CIFAR10
2024-03-08T05:30:53.382200Z,2024-03-08T06:33:01.491300Z,147,cv_glmnet,CIFAR10
2024-03-08T05:30:56.122Z,2024-03-08T08:43:43.980600Z,148,cv_glmnet,CIFAR10
2024-03-08T05:31:51.054900Z,2024-03-08T09:26:19.496600Z,149,cv_glmnet,CIFAR10
2024-03-08T05:31:51.093900Z,2024-03-08T10:09:39.099500Z,150,cv_glmnet,CIFAR10
2024-03-08T05:31:51.097400Z,2024-03-08T05:42:09.339100Z,151,cv_glmnet,CIFAR10
2024-03-08T05:31:51.018100Z,2024-03-08T06:22:06.384700Z,152,cv_glmnet,CIFAR10
2024-03-08T05:31:50.968600Z,2024-03-08T08:08:10.460200Z,153,cv_glmnet,CIFAR10
2024-03-08T05:31:50.971900Z,2024-03-08T09:22:02.257800Z,154,cv_glmnet,CIFAR10
2024-03-08T05:32:51.283100Z,2024-03-08T10:04:01.537500Z,155,cv_glmnet,CIFAR10
2024-03-08T05:32:51.211100Z,2024-03-08T05:42:21.785300Z,156,cv_glmnet,CIFAR10
2024-03-08T05:32:51.220100Z,2024-03-08T06:25:01.925100Z,157,cv_glmnet,CIFAR10
2024-03-08T05:32:51.194200Z,2024-03-08T07:48:43.118600Z,158,cv_glmnet,CIFAR10
2024-03-08T05:32:50.960900Z,2024-03-08T09:24:17.891500Z,159,cv_glmnet,CIFAR10
2024-03-08T05:32:51.038700Z,2024-03-08T10:16:32.741400Z,160,cv_glmnet,CIFAR10
2024-03-08T05:33:51.390900Z,2024-03-08T05:43:35.381600Z,161,cv_glmnet,CIFAR10
2024-03-08T05:33:51.327300Z,2024-03-08T06:26:11.477400Z,162,cv_glmnet,CIFAR10
2024-03-08T05:33:51.192700Z,2024-03-08T08:12:02.374700Z,163,cv_glmnet,CIFAR10
2024-03-08T05:33:51.089200Z,2024-03-08T09:45:48.269100Z,164,cv_glmnet,CIFAR10
2024-03-08T05:33:51.229400Z,2024-03-08T10:17:55.534800Z,165,cv_glmnet,CIFAR10
2024-03-08T05:33:51.202400Z,2024-03-08T05:42:45.485600Z,166,cv_glmnet,CIFAR10
2024-03-08T05:34:51.381500Z,2024-03-08T06:28:32.246600Z,167,cv_glmnet,CIFAR10
2024-03-08T05:34:51.290600Z,2024-03-08T08:06:17.660300Z,168,cv_glmnet,CIFAR10
2024-03-08T05:34:51.380200Z,2024-03-08T09:45:41.079700Z,169,cv_glmnet,CIFAR10
2024-03-08T05:35:51.232200Z,2024-03-08T10:11:20.772900Z,170,cv_glmnet,CIFAR10
2024-03-08T05:35:51.224700Z,2024-03-08T05:44:33.953700Z,171,cv_glmnet,CIFAR10
2024-03-08T05:35:51.257800Z,2024-03-08T06:27:12.403Z,172,cv_glmnet,CIFAR10
2024-03-08T05:36:51.680Z,2024-03-08T08:25:20.738900Z,173,cv_glmnet,CIFAR10
2024-03-08T05:37:51.900600Z,2024-03-08T10:12:21.740100Z,174,cv_glmnet,CIFAR10
2024-03-08T05:42:53.291700Z,2024-03-08T10:15:37.129200Z,175,cv_glmnet,CIFAR10
2024-03-08T05:42:53.293100Z,2024-03-08T05:52:43.061400Z,176,cv_glmnet,CIFAR10
2024-03-08T05:42:53.215300Z,2024-03-08T06:34:31.380600Z,177,cv_glmnet,CIFAR10
2024-03-08T05:43:53.819400Z,2024-03-08T08:16:02.713500Z,178,cv_glmnet,CIFAR10
2024-03-08T05:44:53.629700Z,2024-03-08T09:54:53.100400Z,179,cv_glmnet,CIFAR10
2024-03-08T05:47:01.029700Z,2024-03-08T12:23:32.444200Z,180,cv_glmnet,CIFAR10
2024-03-08T05:52:56.018300Z,2024-03-08T06:02:42.732700Z,181,cv_glmnet,CIFAR10
2024-03-08T06:15:59.803800Z,2024-03-08T07:10:44.825100Z,182,cv_glmnet,CIFAR10
2024-03-08T06:15:59.766Z,2024-03-08T08:43:57.635200Z,183,cv_glmnet,CIFAR10
2024-03-08T06:15:59.771300Z,2024-03-08T10:26:43.014200Z,184,cv_glmnet,CIFAR10
2024-03-08T06:17:00.275200Z,2024-03-08T12:44:51.904100Z,185,cv_glmnet,CIFAR10
2024-03-08T06:17:00.188200Z,2024-03-08T06:26:31.045500Z,186,cv_glmnet,CIFAR10
2024-03-08T06:17:00.205900Z,2024-03-08T07:11:04.230700Z,187,cv_glmnet,CIFAR10
2024-03-08T06:18:00.471300Z,2024-03-08T09:16:16.083200Z,188,cv_glmnet,CIFAR10
2024-03-08T06:18:00.234600Z,2024-03-08T10:34:11.427400Z,189,cv_glmnet,CIFAR10
2024-03-08T06:18:00.243200Z,2024-03-08T10:52:52.379200Z,190,cv_glmnet,CIFAR10
2024-03-08T06:18:59.833500Z,2024-03-08T06:28:29.882900Z,191,cv_glmnet,CIFAR10
2024-03-08T06:18:59.833500Z,2024-03-08T07:11:25.521700Z,192,cv_glmnet,CIFAR10
2024-03-08T06:18:59.901200Z,2024-03-08T08:44:22.959100Z,193,cv_glmnet,CIFAR10
2024-03-08T06:18:59.435900Z,2024-03-08T09:37:52.416600Z,194,cv_glmnet,CIFAR10
2024-03-08T06:20:00.113400Z,2024-03-08T11:01:18.067700Z,195,cv_glmnet,CIFAR10
2024-03-08T06:20:00.125Z,2024-03-08T06:29:06.795400Z,196,cv_glmnet,CIFAR10
2024-03-08T06:21:00.218300Z,2024-03-08T07:13:22.380100Z,197,cv_glmnet,CIFAR10
2024-03-08T06:21:00.218900Z,2024-03-08T08:56:50.173500Z,198,cv_glmnet,CIFAR10
2024-03-08T06:23:00.643Z,2024-03-08T10:12:58.827200Z,199,cv_glmnet,CIFAR10
2024-03-08T06:23:00.570600Z,2024-03-08T11:18:11.184300Z,200,cv_glmnet,CIFAR10
2024-03-08T06:25:02.093100Z,2024-03-08T06:34:11.576Z,201,cv_glmnet,CIFAR10
2024-03-08T06:26:01.793500Z,2024-03-08T07:20:04.964600Z,202,cv_glmnet,CIFAR10
2024-03-08T06:27:01.955800Z,2024-03-08T08:57:42.581700Z,203,cv_glmnet,CIFAR10
2024-03-08T06:27:01.950600Z,2024-03-08T10:17:48.282600Z,204,cv_glmnet,CIFAR10
2024-03-08T06:28:03.258300Z,2024-03-08T11:11:23.379700Z,205,cv_glmnet,CIFAR10
2024-03-08T06:29:02.942400Z,2024-03-08T06:38:29.756Z,206,cv_glmnet,CIFAR10
2024-03-08T06:29:02.638500Z,2024-03-08T07:22:53.129Z,207,cv_glmnet,CIFAR10
2024-03-08T06:30:03.148700Z,2024-03-08T09:04:45.032100Z,208,cv_glmnet,CIFAR10
2024-03-08T06:30:03.133100Z,2024-03-08T10:28:49.393600Z,209,cv_glmnet,CIFAR10
2024-03-08T06:31:03.435400Z,2024-03-08T11:12:52.763800Z,210,cv_glmnet,CIFAR10
2024-03-08T06:34:08.185400Z,2024-03-08T06:42:56.342100Z,211,cv_glmnet,CIFAR10
2024-03-08T06:35:07.768800Z,2024-03-08T07:37:20.958900Z,212,cv_glmnet,CIFAR10
2024-03-08T06:35:08.111800Z,2024-03-08T09:13:16.337200Z,213,cv_glmnet,CIFAR10
2024-03-08T06:39:20.959100Z,2024-03-08T12:45:11.279300Z,214,cv_glmnet,CIFAR10
2024-03-08T06:41:05.132200Z,2024-03-08T11:04:12.573900Z,215,cv_glmnet,CIFAR10
2024-03-08T06:43:08.680600Z,2024-03-08T06:51:40.610300Z,216,cv_glmnet,CIFAR10
2024-03-08T06:52:09.373600Z,2024-03-08T07:52:32.919200Z,217,cv_glmnet,CIFAR10
2024-03-08T06:55:08.838100Z,2024-03-08T09:31:48.522500Z,218,cv_glmnet,CIFAR10
2024-03-08T07:05:10.954400Z,2024-03-08T11:18:31.112800Z,219,cv_glmnet,CIFAR10
2024-03-08T07:11:12.708200Z,2024-03-08T11:45:13.561400Z,220,cv_glmnet,CIFAR10
2024-03-08T07:11:12.705200Z,2024-03-08T07:20:49.098Z,221,cv_glmnet,CIFAR10
2024-03-08T07:12:12.892300Z,2024-03-08T08:03:42.887400Z,222,cv_glmnet,CIFAR10
2024-03-08T07:14:14.563300Z,2024-03-08T09:49:54.584600Z,223,cv_glmnet,CIFAR10
2024-03-08T07:15:15.726200Z,2024-03-08T11:27:14.342900Z,224,cv_glmnet,CIFAR10
2024-03-08T07:20:15.413900Z,2024-03-08T11:54:28.164600Z,225,cv_glmnet,CIFAR10
2024-03-08T07:21:18.694400Z,2024-03-08T07:30:46.971400Z,226,cv_glmnet,CIFAR10
2024-03-08T07:23:15.602900Z,2024-03-08T08:15:20.466700Z,227,cv_glmnet,CIFAR10
2024-03-08T07:25:16.001500Z,2024-03-08T09:57:47.193100Z,228,cv_glmnet,CIFAR10
2024-03-08T07:31:18.686700Z,2024-03-08T11:31:23.253400Z,229,cv_glmnet,CIFAR10
2024-03-08T07:35:24.466300Z,2024-03-08T12:51:32.053900Z,230,cv_glmnet,CIFAR10
2024-03-08T07:40:26.232500Z,2024-03-08T07:49:22.286200Z,231,cv_glmnet,CIFAR10
2024-03-08T07:43:21.684100Z,2024-03-08T08:47:05.292900Z,232,cv_glmnet,CIFAR10
2024-03-08T07:43:21.673100Z,2024-03-08T10:24:31.870300Z,233,cv_glmnet,CIFAR10
2024-03-08T07:46:21.784800Z,2024-03-08T11:40:28.981200Z,234,cv_glmnet,CIFAR10
2024-03-08T07:47:22.130900Z,2024-03-08T12:13:08.201100Z,235,cv_glmnet,CIFAR10
2024-03-08T07:47:22.201600Z,2024-03-08T07:57:03.166200Z,236,cv_glmnet,CIFAR10
2024-03-08T07:49:21.267200Z,2024-03-08T08:41:38.924200Z,237,cv_glmnet,CIFAR10
2024-03-08T07:49:21.269400Z,2024-03-08T10:20:16.170400Z,238,cv_glmnet,CIFAR10
2024-03-08T07:50:23.063100Z,2024-03-08T13:34:39.037900Z,239,cv_glmnet,CIFAR10
2024-03-08T07:51:22.123400Z,2024-03-08T12:23:03.109400Z,240,cv_glmnet,CIFAR10
2024-03-08T07:52:21.936900Z,2024-03-08T08:02:14.009800Z,241,cv_glmnet,CIFAR10
2024-03-08T07:53:23.824400Z,2024-03-08T08:54:28.104400Z,242,cv_glmnet,CIFAR10
2024-03-08T07:54:22.725400Z,2024-03-08T10:18:37.879600Z,243,cv_glmnet,CIFAR10
2024-03-08T07:55:22.594700Z,2024-03-08T11:54:58.144200Z,244,cv_glmnet,CIFAR10
2024-03-08T07:55:24.120200Z,2024-03-08T12:26:31.202900Z,245,cv_glmnet,CIFAR10
2024-03-08T07:55:22.582300Z,2024-03-08T08:04:49.397500Z,246,cv_glmnet,CIFAR10
2024-03-08T07:56:22.000700Z,2024-03-08T08:48:49.349300Z,247,cv_glmnet,CIFAR10
2024-03-08T07:57:22.840100Z,2024-03-08T10:29:58.920200Z,248,cv_glmnet,CIFAR10
2024-03-08T07:58:22.630400Z,2024-03-08T11:51:02.134600Z,249,cv_glmnet,CIFAR10
2024-03-08T07:58:22.631200Z,2024-03-08T12:38:08.984800Z,250,cv_glmnet,CIFAR10
2024-03-08T07:58:22.631700Z,2024-03-08T08:06:45.442Z,251,cv_glmnet,CIFAR10
2024-03-08T07:58:22.627600Z,2024-03-08T08:47:47.855900Z,252,cv_glmnet,CIFAR10
2024-03-08T08:02:23.702900Z,2024-03-08T10:31:48.487500Z,253,cv_glmnet,CIFAR10
2024-03-08T08:03:23.811400Z,2024-03-08T11:52:36.940200Z,254,cv_glmnet,CIFAR10
2024-03-08T08:04:23.848200Z,2024-03-08T12:28:25.817300Z,255,cv_glmnet,CIFAR10
2024-03-08T08:05:25.107900Z,2024-03-08T08:15:06.538200Z,256,cv_glmnet,CIFAR10
2024-03-08T08:07:23.564100Z,2024-03-08T09:00:15.800500Z,257,cv_glmnet,CIFAR10
2024-03-08T08:07:23.555900Z,2024-03-08T10:57:22.206200Z,258,cv_glmnet,CIFAR10
2024-03-08T08:07:23.557800Z,2024-03-08T12:10:34.101500Z,259,cv_glmnet,CIFAR10
2024-03-08T08:08:24.627800Z,2024-03-08T12:43:36.752500Z,260,cv_glmnet,CIFAR10
2024-03-08T08:08:24.629800Z,2024-03-08T08:17:35.267700Z,261,cv_glmnet,CIFAR10
2024-03-08T08:12:25.671700Z,2024-03-08T09:07:04.084400Z,262,cv_glmnet,CIFAR10
2024-03-08T08:13:27.229400Z,2024-03-08T11:15:36.715900Z,263,cv_glmnet,CIFAR10
2024-03-08T08:15:26.377400Z,2024-03-08T12:05:37.185100Z,264,cv_glmnet,CIFAR10
